"","genus","species","latbi","commonName","symbol","phase","year","doy","numYs","plantNickname"
"14844","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","flowers",2022,109,1,"925-79*B"
"14846","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","openFlowers",2022,117,1,"925-79*B"
"14849","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","recentFruitOrSeedDrop",2022,224,1,"925-79*B"
"14851","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","recentFruitOrSeedDrop",2022,258,1,"925-79*B"
"14852","Aesculus","flava","Aesculus flava","Yellow buckeye","AEFL","fruits",2022,138,1,"925-79*B"
"14853","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","budburst",2022,105,1,"12843*A"
"14855","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","budburst",2022,147,1,"12843*A"
"14857","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","ripeFruits",2022,230,1,"12843*A"
"14860","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","ripeFruits",2022,295,1,"12843*A"
"14863","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","increasingLeafSize",2022,125,1,"12843*A"
"14867","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafDrop",2022,250,1,"12843*A"
"14868","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","leafout",2022,125,1,"12843*A"
"14871","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","coloredLeaves",2022,250,1,"12843*A"
"14872","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2022,113,1,"12843*A"
"14873","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","flowers",2022,126,1,"12843*A"
"14880","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","recentFruitOrSeedDrop",2022,230,1,"12843*A"
"14882","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","fruits",2022,147,1,"12843*A"
"14884","Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","BEAL2","fruits",2022,295,1,"12843*A"
"14901","Betula","nigra","Betula nigra","River birch","BENI","budburst",2022,113,1,"1251-79*A"
"14911","Betula","nigra","Betula nigra","River birch","BENI","flowers",2022,105,1,"1251-79*A"
"14916","Betula","nigra","Betula nigra","River birch","BENI","budburst",2022,103,1,"1251-79*B"
"14917","Betula","nigra","Betula nigra","River birch","BENI","budburst",2022,113,1,"1251-79*B"
"14922","Betula","nigra","Betula nigra","River birch","BENI","ripeFruits",2022,158,1,"1251-79*B"
"14923","Betula","nigra","Betula nigra","River birch","BENI","increasingLeafSize",2022,125,1,"1251-79*B"
"14926","Betula","nigra","Betula nigra","River birch","BENI","leafDrop",2022,215,1,"1251-79*B"
"14927","Betula","nigra","Betula nigra","River birch","BENI","leafDrop",2022,244,1,"1251-79*B"
"14928","Betula","nigra","Betula nigra","River birch","BENI","leafout",2022,125,1,"1251-79*B"
"14933","Betula","nigra","Betula nigra","River birch","BENI","coloredLeaves",2022,238,1,"1251-79*B"
"14935","Betula","nigra","Betula nigra","River birch","BENI","flowers",2022,103,1,"1251-79*B"
"14936","Betula","nigra","Betula nigra","River birch","BENI","flowers",2022,113,1,"1251-79*B"
"14940","Betula","nigra","Betula nigra","River birch","BENI","openFlowers",2022,125,1,"1251-79*B"
"14943","Betula","nigra","Betula nigra","River birch","BENI","pollenRelease",2022,125,1,"1251-79*B"
"14945","Betula","nigra","Betula nigra","River birch","BENI","recentFruitOrSeedDrop",2022,158,1,"1251-79*B"
"14948","Betula","nigra","Betula nigra","River birch","BENI","fruits",2022,147,1,"1251-79*B"
"14959","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","budburst",2022,114,1,"20098*A"
"14960","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","increasingLeafSize",2022,116,1,"20098*A"
"14963","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafout",2022,116,1,"20098*A"
"14964","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","coloredLeaves",2022,251,1,"20098*A"
"14965","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","flowers",2022,126,1,"20098*A"
"14966","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","openFlowers",2022,136,1,"20098*A"
"14970","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","budburst",2022,112,1,"6990*A"
"14971","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","increasingLeafSize",2022,116,1,"6990*A"
"14976","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafout",2022,116,1,"6990*A"
"14977","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","coloredLeaves",2022,245,1,"6990*A"
"14978","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","flowers",2022,126,1,"6990*A"
"14981","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","budburst",2022,114,1,"2019*S"
"14982","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","increasingLeafSize",2022,116,1,"2019*S"
"14986","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafout",2022,116,1,"2019*S"
"14987","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","coloredLeaves",2022,251,1,"2019*S"
"14988","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","flowers",2022,126,1,"2019*S"
"14989","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","openFlowers",2022,136,1,"2019*S"
"14992","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","budburst",2022,114,1,"2019*R"
"14994","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","increasingLeafSize",2022,119,1,"2019*R"
"14998","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafDrop",2022,288,1,"2019*R"
"15001","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafout",2022,119,1,"2019*R"
"15003","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","coloredLeaves",2022,245,1,"2019*R"
"15005","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","flowers",2022,126,1,"2019*R"
"15008","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","openFlowers",2022,136,1,"2019*R"
"15009","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","pollenRelease",2022,136,1,"2019*R"
"15011","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2022,146,1,"2019*R"
"15016","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafout",2022,126,1,"12907*B"
"15021","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2022,157,1,"12907*B"
"15026","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafout",2022,126,1,"12907*D"
"15031","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2022,157,1,"12907*D"
"15032","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","budburst",2022,116,1,"12907*G"
"15033","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","budburst",2022,140,1,"12907*G"
"15034","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","ripeFruits",2022,267,1,"12907*G"
"15036","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2022,126,1,"12907*G"
"15041","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafout",2022,126,1,"12907*G"
"15043","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","coloredLeaves",2022,258,1,"12907*G"
"15047","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","flowers",2022,131,1,"12907*G"
"15048","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","openFlowers",2022,136,1,"12907*G"
"15051","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2022,267,1,"12907*G"
"15053","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2022,147,1,"12907*G"
"15057","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafout",2022,126,1,"12907*I"
"15062","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2022,157,1,"12907*I"
"15063","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","budburst",2022,114,1,"12907*N"
"15067","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2022,126,1,"12907*N"
"15070","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafout",2022,126,1,"12907*N"
"15071","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","coloredLeaves",2022,267,1,"12907*N"
"15072","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","coloredLeaves",2022,286,1,"12907*N"
"15073","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","flowers",2022,129,1,"12907*N"
"15074","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","openFlowers",2022,136,1,"12907*N"
"15075","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2022,267,1,"12907*N"
"15077","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2022,152,1,"12907*N"
"15098","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2022,117,1,"16611*F"
"15101","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","ripeFruits",2022,148,1,"16611*F"
"15102","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2022,128,1,"16611*F"
"15103","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafDrop",2022,269,1,"16611*F"
"15105","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2022,127,1,"16611*F"
"15106","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","coloredLeaves",2022,269,1,"16611*F"
"15108","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","flowers",2022,108,1,"16611*F"
"15112","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","openFlowers",2022,117,1,"16611*F"
"15115","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","recentFruitOrSeedDrop",2022,148,1,"16611*F"
"15117","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2022,128,1,"16611*F"
"15120","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2022,117,1,"16611*J"
"15123","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","ripeFruits",2022,152,1,"16611*J"
"15124","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2022,127,1,"16611*J"
"15127","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2022,127,1,"16611*J"
"15132","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","flowers",2022,108,1,"16611*J"
"15135","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","openFlowers",2022,122,1,"16611*J"
"15137","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","recentFruitOrSeedDrop",2022,157,1,"16611*J"
"15138","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2022,127,1,"16611*J"
"15143","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2022,128,1,"16611*K"
"15146","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","ripeFruits",2022,152,1,"16611*K"
"15147","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2022,130,1,"16611*K"
"15150","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2022,130,1,"16611*K"
"15153","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","flowers",2022,108,1,"16611*K"
"15155","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","openFlowers",2022,114,1,"16611*K"
"15157","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","recentFruitOrSeedDrop",2022,157,1,"16611*K"
"15158","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2022,128,1,"16611*K"
"15184","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2022,123,1,"22099*A"
"15186","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2022,128,1,"22099*A"
"15189","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2022,128,1,"22099*A"
"15191","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","coloredLeaves",2022,269,1,"22099*A"
"15192","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","flowers",2022,105,1,"22099*A"
"15195","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","openFlowers",2022,114,1,"22099*A"
"15197","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","pollenRelease",2022,114,1,"22099*A"
"15202","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2022,106,1,"1323-82*A"
"15204","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2022,210,1,"1323-82*A"
"15205","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2022,117,1,"1323-82*A"
"15208","Tilia","americana","Tilia americana","American basswood","TIAM","leafout",2022,117,1,"1323-82*A"
"15209","Tilia","americana","Tilia americana","American basswood","TIAM","leafout",2022,210,1,"1323-82*A"
"15211","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2022,132,1,"1323-82*A"
"15212","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2022,148,1,"1323-82*A"
"15213","Tilia","americana","Tilia americana","American basswood","TIAM","openFlowers",2022,176,1,"1323-82*A"
"15215","Tilia","americana","Tilia americana","American basswood","TIAM","recentFruitOrSeedDrop",2022,210,1,"1323-82*A"
"15217","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2022,186,1,"1323-82*A"
"15218","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2022,210,1,"1323-82*A"
"15232","Quercus","alba","Quercus alba","White oak","QUAL","budburst",2022,117,1,"611-2010*A"
"15234","Quercus","alba","Quercus alba","White oak","QUAL","increasingLeafSize",2022,128,1,"611-2010*A"
"15236","Quercus","alba","Quercus alba","White oak","QUAL","leafDrop",2022,296,1,"611-2010*A"
"15237","Quercus","alba","Quercus alba","White oak","QUAL","leafout",2022,128,1,"611-2010*A"
"15238","Quercus","alba","Quercus alba","White oak","QUAL","coloredLeaves",2022,281,1,"611-2010*A"
"15243","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2022,106,1,"17538*A"
"15246","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2022,117,1,"17538*A"
"15247","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2022,123,1,"17538*A"
"15250","Tilia","americana","Tilia americana","American basswood","TIAM","leafout",2022,117,1,"17538*A"
"15251","Tilia","americana","Tilia americana","American basswood","TIAM","leafout",2022,123,1,"17538*A"
"15255","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2022,142,1,"17538*A"
"15265","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2022,107,1,"7141*A"
"15266","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2022,230,1,"7141*A"
"15267","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2022,295,1,"7141*A"
"15269","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2022,117,1,"7141*A"
"15270","Tilia","americana","Tilia americana","American basswood","TIAM","leafDrop",2022,250,1,"7141*A"
"15271","Tilia","americana","Tilia americana","American basswood","TIAM","leafout",2022,117,1,"7141*A"
"15274","Tilia","americana","Tilia americana","American basswood","TIAM","coloredLeaves",2022,250,1,"7141*A"
"15275","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2022,145,1,"7141*A"
"15276","Tilia","americana","Tilia americana","American basswood","TIAM","openFlowers",2022,172,1,"7141*A"
"15280","Tilia","americana","Tilia americana","American basswood","TIAM","recentFruitOrSeedDrop",2022,244,1,"7141*A"
"15281","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2022,188,1,"7141*A"
"15282","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2022,295,1,"7141*A"
"15284","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2022,107,1,"17527*D"
"15286","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2022,107,1,"17527*D"
"15287","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2022,117,1,"17527*D"
"15290","Tilia","americana","Tilia americana","American basswood","TIAM","leafDrop",2022,236,1,"17527*D"
"15291","Tilia","americana","Tilia americana","American basswood","TIAM","leafout",2022,107,1,"17527*D"
"15296","Tilia","americana","Tilia americana","American basswood","TIAM","coloredLeaves",2022,236,1,"17527*D"
"15297","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2022,138,1,"17527*D"
"15303","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2022,188,1,"17527*D"
"15306","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","budburst",2022,125,1,"187-2006*B"
"15308","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","increasingLeafSize",2022,133,1,"187-2006*B"
"15309","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","leafDrop",2022,266,1,"187-2006*B"
"15311","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","leafout",2022,133,1,"187-2006*B"
"15312","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","coloredLeaves",2022,266,1,"187-2006*B"
"15313","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","budburst",2022,125,1,"22834*B"
"15314","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","increasingLeafSize",2022,125,1,"22834*B"
"15315","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","increasingLeafSize",2022,145,1,"22834*B"
"15316","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","leafDrop",2022,266,1,"22834*B"
"15318","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","leafDrop",2022,285,1,"22834*B"
"15320","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","leafout",2022,125,1,"22834*B"
"15321","Acer","saccharum","Acer saccharum","Sugar maple","ACSA3","coloredLeaves",2022,153,1,"22834*B"
